CoreID,Species,Depth_centre_slice,Dry_bulk_density,Organic_carbon
#40-1,"Enhalus acoroides, Thalassia hemprichii",22.5,1.017,0.83
#40-1,"Enhalus acoroides, Thalassia hemprichii",27.5,1.013,0.77
#40-2,"Enhalus acoroides, Thalassia hemprichii",2.5,0.905,0.78
#40-2,"Enhalus acoroides, Thalassia hemprichii",7.5,1.021,0.89
#40-2,"Enhalus acoroides, Thalassia hemprichii",12.5,1.014,0.86
#40-2,"Enhalus acoroides, Thalassia hemprichii",17.5,0.938,1.07
#40-2,"Enhalus acoroides, Thalassia hemprichii",22.5,0.993,1
#40-2,"Enhalus acoroides, Thalassia hemprichii",27.5,1.001,1.08
81,"Halodule wrightii, Ruppia maritima",0.6,0.28,2.95
81,"Halodule wrightii, Ruppia maritima",2.3,0.38,2.81
81,"Halodule wrightii, Ruppia maritima",4.4,0.41,3.58
81,"Halodule wrightii, Ruppia maritima",6.8,0.5,2.95
81,"Halodule wrightii, Ruppia maritima",9.4,0.48,3.16
81,"Halodule wrightii, Ruppia maritima",12.1,0.58,2.53
81,"Halodule wrightii, Ruppia maritima",14.9,0.45,3.16
81,"Halodule wrightii, Ruppia maritima",17.3,0.51,3.58
81,"Halodule wrightii, Ruppia maritima",19.6,0.4,3.93
81,"Halodule wrightii, Ruppia maritima",22.1,0.48,4.63
SCHWHD,Halodule wrightii/Halophila decipiens,0,1.017,1.852
SCHWHD,Halodule wrightii/Halophila decipiens,10,0.796,1.603
SCHWHD,Halodule wrightii/Halophila decipiens,20,0.935,1.546
SCHWHD,Halodule wrightii/Halophila decipiens,30,1.023,1.397
SCHWHD,Halodule wrightii/Halophila decipiens,40,0.85,1.848
SCHWHD,Halodule wrightii/Halophila decipiens,50,0.844,2.424
008AD1,"Halodule uninervis, Halophila stipulacea",2,1.24,0.48
008AD1,"Halodule uninervis, Halophila stipulacea",5,1.41,0.3
008AD1,"Halodule uninervis, Halophila stipulacea",8,1.41,0.43
008AD1,"Halodule uninervis, Halophila stipulacea",11,1.44,0.46
008AD1,"Halodule uninervis, Halophila stipulacea",14,1.38,0.38
008AD1,"Halodule uninervis, Halophila stipulacea",17,1.42,0.38
008AD1,"Halodule uninervis, Halophila stipulacea",20,1.48,0.2
008AD1,"Halodule uninervis, Halophila stipulacea",23,1.4,0.07
008AD1,"Halodule uninervis, Halophila stipulacea",26,1.44,0.6
008AD1,"Halodule uninervis, Halophila stipulacea",29,1.49,0.09
008AD1,"Halodule uninervis, Halophila stipulacea",35,1.42,0.1
008AD1,"Halodule uninervis, Halophila stipulacea",41,1.5,0.25
008AD1,"Halodule uninervis, Halophila stipulacea",47,1.38,0.38
008AD2,"Halodule uninervis, Halophila stipulacea",0.75,1.43,1.04
008AD2,"Halodule uninervis, Halophila stipulacea",3,1.35,1.2
008AD2,"Halodule uninervis, Halophila stipulacea",6,1.4,1.35
008AD2,"Halodule uninervis, Halophila stipulacea",9,1.4,0.58
008AD2,"Halodule uninervis, Halophila stipulacea",12,1.45,1.34
008AD2,"Halodule uninervis, Halophila stipulacea",15,1.39,0.71
008AD2,"Halodule uninervis, Halophila stipulacea",18,1.41,0.95
008AD2,"Halodule uninervis, Halophila stipulacea",21,1.51,1.39
008AD2,"Halodule uninervis, Halophila stipulacea",24,1.48,0.94
008AD2,"Halodule uninervis, Halophila stipulacea",27,1.51,1.04
008AD2,"Halodule uninervis, Halophila stipulacea",30,1.5,0.79
008AD2,"Halodule uninervis, Halophila stipulacea",33,1.49,0.58
008AD3,"Halodule uninervis, Halophila stipulacea",2,1.34,0.99
008AD3,"Halodule uninervis, Halophila stipulacea",5,1.33,0.82
008AD3,"Halodule uninervis, Halophila stipulacea",8,1.32,0.58
008AD3,"Halodule uninervis, Halophila stipulacea",11,1.4,1.42
008AD3,"Halodule uninervis, Halophila stipulacea",14,1.34,1.04
008AD3,"Halodule uninervis, Halophila stipulacea",17,1.43,
008AD3,"Halodule uninervis, Halophila stipulacea",20,1.42,0.22
008AD3,"Halodule uninervis, Halophila stipulacea",23,1.39,0.57
008AD3,"Halodule uninervis, Halophila stipulacea",26,1.37,0.35
008AD3,"Halodule uninervis, Halophila stipulacea",29,1.47,0.58
008AD3,"Halodule uninervis, Halophila stipulacea",32,1.45,0.05
008AD3,"Halodule uninervis, Halophila stipulacea",35,1.47,0.02
008AD3,"Halodule uninervis, Halophila stipulacea",38,1.44,0.44
006AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",1,0.98,1.28
006AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",4,0.96,1.22
006AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",7,1.12,0.7
006AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",10,1.04,1.43
006AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",13,1.16,1
006AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",16,1.07,1.36
006AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",22,1.02,0.82
006AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",31,1.07,0.36
006AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",37,1.15,0.31
006AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",43,1.12,0.07
006AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",49,1.15,0.31
006AD2,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",2,0.93,0.78
006AD2,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",5,0.98,1.08
006AD2,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",8,1.08,0.99
006AD2,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",11,1.1,0.99
006AD2,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",14,1.13,0.56
006AD2,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",17,1.17,0.47
006AD2,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",20,1.18,0.66
006AD2,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",23,1.18,0.76
006AD2,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",29,1.27,0.32
006AD2,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",35,1.26,0.58
006AD2,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",41,1.39,0.46
006AD2,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",47,1.36,0.81
006AD2,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",53,1.42,0.5
005AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",2,1.13,0.58
005AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",5,1.37,0.32
005AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",8,1.35,0.55
005AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",11,1.38,0.74
005AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",14,1.56,0.42
005AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",17,1.5,0.55
005AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",20,1.46,0.01
005AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",23,1.5,0.17
005AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",26,1.52,0.24
005AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",29,1.7,0.13
005AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",32,1.55,0.12
005AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",35,1.55,0.24
005AD1,"Halodule uninervis, Halophila ovalis, Halophila stipulacea",38,1.53,0.12
013AD1,"Halodule uninervis, Halophila ovalis",0,1.34,0.66
013AD1,"Halodule uninervis, Halophila ovalis",3,1.2,0.9
013AD1,"Halodule uninervis, Halophila ovalis",6,1.19,0.97
013AD1,"Halodule uninervis, Halophila ovalis",9,1.28,1.01
013AD1,"Halodule uninervis, Halophila ovalis",12,1.33,1.05
013AD1,"Halodule uninervis, Halophila ovalis",15,1.35,0.99
013AD1,"Halodule uninervis, Halophila ovalis",18,1.26,0.72
013AD1,"Halodule uninervis, Halophila ovalis",21,1.31,1.03
013AD1,"Halodule uninervis, Halophila ovalis",24,1.27,1.22
013AD1,"Halodule uninervis, Halophila ovalis",27,1.32,0.84
013AD1,"Halodule uninervis, Halophila ovalis",30,1.51,0.6
013AD1,"Halodule uninervis, Halophila ovalis",33,1.26,1.15
013AD1,"Halodule uninervis, Halophila ovalis",36,1.34,0.88
013AD1,"Halodule uninervis, Halophila ovalis",39,1.52,1.25
013AD2,"Halodule uninervis, Halophila ovalis",0.75,1.11,1.11
013AD2,"Halodule uninervis, Halophila ovalis",3,1.25,1.18
013AD2,"Halodule uninervis, Halophila ovalis",6,1.31,0.45
013AD2,"Halodule uninervis, Halophila ovalis",9,1.34,0.99
013AD2,"Halodule uninervis, Halophila ovalis",12,1.35,0.92
013AD2,"Halodule uninervis, Halophila ovalis",15,1.4,0.83
013AD2,"Halodule uninervis, Halophila ovalis",18,1.5,0.76
013AD2,"Halodule uninervis, Halophila ovalis",21,1.37,1.15
013AD2,"Halodule uninervis, Halophila ovalis",24,1.33,1.32
013AD2,"Halodule uninervis, Halophila ovalis",27,1.37,0.92
680,"Halodule uninervis, Halophila ovalis",1.25,1.4,0.21
680,"Halodule uninervis, Halophila ovalis",4,1.45,0.14
680,"Halodule uninervis, Halophila ovalis",7,1.49,0.28
680,"Halodule uninervis, Halophila ovalis",10,1.55,0.15
680,"Halodule uninervis, Halophila ovalis",13,1.55,0.18
680,"Halodule uninervis, Halophila ovalis",16,1.52,0.36
680,"Halodule uninervis, Halophila ovalis",19,1.76,0.2
680,"Halodule uninervis, Halophila ovalis",22,1.58,1.61
680,"Halodule uninervis, Halophila ovalis",25,1.6,0.89
680,"Halodule uninervis, Halophila ovalis",28,1.59,1.16
680,"Halodule uninervis, Halophila ovalis",31,1.75,0.97
680,"Halodule uninervis, Halophila ovalis",34,1.84,0.13
680,"Halodule uninervis, Halophila ovalis",37,1.57,1.18
680,"Halodule uninervis, Halophila ovalis",40,1.7,1.04
680,"Halodule uninervis, Halophila ovalis",43,1.56,0.15
680,"Halodule uninervis, Halophila ovalis",46,1.61,1.22
HoTh1,"Halophila ovalis, Thalassia hemprichii",1,1.52,0.27
HoTh1,"Halophila ovalis, Thalassia hemprichii",3,1.56,0.19
HoTh1,"Halophila ovalis, Thalassia hemprichii",5,1.64,0.22
HoTh1,"Halophila ovalis, Thalassia hemprichii",7,1.64,0.2
HoTh1,"Halophila ovalis, Thalassia hemprichii",9,1.67,0.18
HoTh1,"Halophila ovalis, Thalassia hemprichii",11,1.67,0.13
HoTh1,"Halophila ovalis, Thalassia hemprichii",13,1.69,0.17
HoTh1,"Halophila ovalis, Thalassia hemprichii",15,1.64,0.22
HoTh1,"Halophila ovalis, Thalassia hemprichii",17,1.61,0.23
HoTh1,"Halophila ovalis, Thalassia hemprichii",19,1.63,0.16
HoTh2,"Halophila ovalis, Thalassia hemprichii",1,1.47,0.29
HoTh2,"Halophila ovalis, Thalassia hemprichii",3,1.63,0.21
HoTh2,"Halophila ovalis, Thalassia hemprichii",5,1.62,0.13
HoTh2,"Halophila ovalis, Thalassia hemprichii",7,1.7,0.16
HoTh2,"Halophila ovalis, Thalassia hemprichii",9,1.67,0.21
HoTh2,"Halophila ovalis, Thalassia hemprichii",11,1.67,0.13
HoTh2,"Halophila ovalis, Thalassia hemprichii",13,1.55,0.18
HoTh2,"Halophila ovalis, Thalassia hemprichii",15,1.54,0.41
HoTh2,"Halophila ovalis, Thalassia hemprichii",17,1.62,0.19
HoTh2,"Halophila ovalis, Thalassia hemprichii",19,1.67,0.34
HoTh3,"Halophila ovalis, Thalassia hemprichii",1,1.57,0.29
HoTh3,"Halophila ovalis, Thalassia hemprichii",3,1.59,0.33
HoTh3,"Halophila ovalis, Thalassia hemprichii",5,1.59,0.24
HoTh3,"Halophila ovalis, Thalassia hemprichii",7,1.59,0.27
HoTh3,"Halophila ovalis, Thalassia hemprichii",9,1.64,0.22
HoTh3,"Halophila ovalis, Thalassia hemprichii",11,1.6,0.2
HoTh3,"Halophila ovalis, Thalassia hemprichii",13,1.62,0.31
HoTh3,"Halophila ovalis, Thalassia hemprichii",15,1.63,0.31
HoTh3,"Halophila ovalis, Thalassia hemprichii",17,1.69,0.27
HoTh3,"Halophila ovalis, Thalassia hemprichii",19,1.63,0.24
HoTh1M,"Halophila ovalis, Thalassia hemprichii",1,1.3,0.16
HoTh1M,"Halophila ovalis, Thalassia hemprichii",3,1.34,0.2
HoTh1M,"Halophila ovalis, Thalassia hemprichii",5,1.33,0.18
HoTh1M,"Halophila ovalis, Thalassia hemprichii",7,1.26,0.28
HoTh1M,"Halophila ovalis, Thalassia hemprichii",9,1.25,0.62
HoTh1M,"Halophila ovalis, Thalassia hemprichii",11,1.19,0.86
HoTh1M,"Halophila ovalis, Thalassia hemprichii",13,1.02,0.99
HoTh1M,"Halophila ovalis, Thalassia hemprichii",15,1.33,0.53
HoTh1M,"Halophila ovalis, Thalassia hemprichii",17,1.39,0.4
HoTh1M,"Halophila ovalis, Thalassia hemprichii",19,1.22,0.21
HoTh2M,"Halophila ovalis, Thalassia hemprichii",1,1.3,0.25
HoTh2M,"Halophila ovalis, Thalassia hemprichii",3,1.19,0.26
HoTh2M,"Halophila ovalis, Thalassia hemprichii",5,1.24,0.43
HoTh2M,"Halophila ovalis, Thalassia hemprichii",7,1.12,0.8
HoTh2M,"Halophila ovalis, Thalassia hemprichii",9,1.29,0.26
HoTh2M,"Halophila ovalis, Thalassia hemprichii",11,1.18,0.32
HoTh2M,"Halophila ovalis, Thalassia hemprichii",13,1.28,0.47
HoTh2M,"Halophila ovalis, Thalassia hemprichii",15,1.32,0.19
HoTh2M,"Halophila ovalis, Thalassia hemprichii",17,1.36,0.2
HoTh2M,"Halophila ovalis, Thalassia hemprichii",19,1.46,0.16
HoTh3M,"Halophila ovalis, Thalassia hemprichii",1,1.34,0.13
HoTh3M,"Halophila ovalis, Thalassia hemprichii",3,1.31,0.14
HoTh3M,"Halophila ovalis, Thalassia hemprichii",5,1.35,0.18
HoTh3M,"Halophila ovalis, Thalassia hemprichii",7,1.38,0.32
HoTh3M,"Halophila ovalis, Thalassia hemprichii",9,1.31,0.22
HoTh3M,"Halophila ovalis, Thalassia hemprichii",11,1.31,0.16
HoTh3M,"Halophila ovalis, Thalassia hemprichii",13,1.38,0.14
HoTh3M,"Halophila ovalis, Thalassia hemprichii",15,1.34,0.15
HoTh3M,"Halophila ovalis, Thalassia hemprichii",17,1.39,0.26
HoTh3M,"Halophila ovalis, Thalassia hemprichii",19,1.27,0.38
HoCr1,"Halophila ovalis, Cymodocea rotundata",1,1.65,0.31
HoCr1,"Halophila ovalis, Cymodocea rotundata",3,1.67,0.22
HoCr1,"Halophila ovalis, Cymodocea rotundata",5,1.6,0.25
HoCr1,"Halophila ovalis, Cymodocea rotundata",7,1.69,0.15
HoCr1,"Halophila ovalis, Cymodocea rotundata",9,1.69,0.27
HoCr1,"Halophila ovalis, Cymodocea rotundata",11,1.61,0.14
HoCr1,"Halophila ovalis, Cymodocea rotundata",13,1.72,0.26
HoCr1,"Halophila ovalis, Cymodocea rotundata",15,1.76,0.23
HoCr1,"Halophila ovalis, Cymodocea rotundata",17,1.71,0.12
HoCr1,"Halophila ovalis, Cymodocea rotundata",19,1.59,0.04
HoCr2,"Halophila ovalis, Cymodocea rotundata",1,1.61,0.25
HoCr2,"Halophila ovalis, Cymodocea rotundata",3,1.69,0.3
HoCr2,"Halophila ovalis, Cymodocea rotundata",5,1.68,0.27
HoCr2,"Halophila ovalis, Cymodocea rotundata",7,1.64,0.27
HoCr2,"Halophila ovalis, Cymodocea rotundata",9,1.64,0.54
HoCr2,"Halophila ovalis, Cymodocea rotundata",11,1.63,0.26
HoCr2,"Halophila ovalis, Cymodocea rotundata",13,1.67,0.19
HoCr2,"Halophila ovalis, Cymodocea rotundata",15,1.65,0.28
HoCr2,"Halophila ovalis, Cymodocea rotundata",17,1.63,0.16
HoCr2,"Halophila ovalis, Cymodocea rotundata",19,1.68,0.33
HoCr3,"Halophila ovalis, Cymodocea rotundata",1,1.5,0.25
HoCr3,"Halophila ovalis, Cymodocea rotundata",3,1.55,0.22
HoCr3,"Halophila ovalis, Cymodocea rotundata",5,1.59,0.3
HoCr3,"Halophila ovalis, Cymodocea rotundata",7,1.65,0.22
HoCr3,"Halophila ovalis, Cymodocea rotundata",9,1.56,0.27
HoCr3,"Halophila ovalis, Cymodocea rotundata",11,1.5,0.31
HoCr3,"Halophila ovalis, Cymodocea rotundata",13,1.45,0.22
HoCr3,"Halophila ovalis, Cymodocea rotundata",15,1.63,0.32
HoCr3,"Halophila ovalis, Cymodocea rotundata",17,1.64,0.31
HoCr3,"Halophila ovalis, Cymodocea rotundata",19,1.63,0.35
HoCr1M,"Halophila ovalis, Cymodocea rotundata",1,1.25,0.4
HoCr1M,"Halophila ovalis, Cymodocea rotundata",3,1.06,0.51
HoCr1M,"Halophila ovalis, Cymodocea rotundata",5,1.32,0.29
HoCr1M,"Halophila ovalis, Cymodocea rotundata",7,1.15,0.54
HoCr1M,"Halophila ovalis, Cymodocea rotundata",9,1.43,0.2
HoCr1M,"Halophila ovalis, Cymodocea rotundata",11,1.42,0.14
HoCr1M,"Halophila ovalis, Cymodocea rotundata",13,1.39,0.19
HoCr1M,"Halophila ovalis, Cymodocea rotundata",15,1.4,0.12
HoCr1M,"Halophila ovalis, Cymodocea rotundata",17,1.31,0.04
HoCr1M,"Halophila ovalis, Cymodocea rotundata",19,1.51,0.02
HoCr2M,"Halophila ovalis, Cymodocea rotundata",1,1.32,0.2
HoCr2M,"Halophila ovalis, Cymodocea rotundata",3,1.27,0.18
HoCr2M,"Halophila ovalis, Cymodocea rotundata",5,1.36,0.2
HoCr2M,"Halophila ovalis, Cymodocea rotundata",7,1.19,0.32
HoCr2M,"Halophila ovalis, Cymodocea rotundata",9,1.24,0.45
HoCr2M,"Halophila ovalis, Cymodocea rotundata",11,1.33,0.2
HoCr2M,"Halophila ovalis, Cymodocea rotundata",13,1.39,0.07
HoCr2M,"Halophila ovalis, Cymodocea rotundata",15,1.25,0.04
HoCr2M,"Halophila ovalis, Cymodocea rotundata",17,1.37,0.08
HoCr2M,"Halophila ovalis, Cymodocea rotundata",19,1.32,0
HoCr3M,"Halophila ovalis, Cymodocea rotundata",1,1.31,0.24
HoCr3M,"Halophila ovalis, Cymodocea rotundata",3,1.29,0.35
HoCr3M,"Halophila ovalis, Cymodocea rotundata",5,1.38,0.36
HoCr3M,"Halophila ovalis, Cymodocea rotundata",7,1.38,0.29
HoCr3M,"Halophila ovalis, Cymodocea rotundata",9,1.37,0.31
HoCr3M,"Halophila ovalis, Cymodocea rotundata",11,1.41,0.35
HoCr3M,"Halophila ovalis, Cymodocea rotundata",13,1.26,0.61
HoCr3M,"Halophila ovalis, Cymodocea rotundata",15,1.19,0.94
HoCr3M,"Halophila ovalis, Cymodocea rotundata",17,1.29,0.15
HoCr3M,"Halophila ovalis, Cymodocea rotundata",19,1.33,0.07
014AD1,"Halophila stipulacea, Halodule uninervis",1,1.27,1.42
014AD1,"Halophila stipulacea, Halodule uninervis",4,1.18,1.24
014AD1,"Halophila stipulacea, Halodule uninervis",7,1.26,0.78
014AD1,"Halophila stipulacea, Halodule uninervis",10,1.34,0.88
014AD1,"Halophila stipulacea, Halodule uninervis",13,1.2,0.74
014AD1,"Halophila stipulacea, Halodule uninervis",16,1.22,0.56
014AD1,"Halophila stipulacea, Halodule uninervis",19,1.21,0.43
014AD1,"Halophila stipulacea, Halodule uninervis",22,1.24,0.95
014AD1,"Halophila stipulacea, Halodule uninervis",25,1.26,0.92
014AD1,"Halophila stipulacea, Halodule uninervis",28,1.2,1.04
014AD1,"Halophila stipulacea, Halodule uninervis",31,1.31,0.93
014AD1,"Halophila stipulacea, Halodule uninervis",37,1.22,1.06
014AD1,"Halophila stipulacea, Halodule uninervis",43,1.36,0.65
014AD1,"Halophila stipulacea, Halodule uninervis",49,1.35,0.67
014AD2,"Halophila stipulacea, Halodule uninervis",1,1.13,0.59
014AD2,"Halophila stipulacea, Halodule uninervis",4,1.3,0.61
014AD2,"Halophila stipulacea, Halodule uninervis",7,1.17,1.09
014AD2,"Halophila stipulacea, Halodule uninervis",10,1.31,0.73
014AD2,"Halophila stipulacea, Halodule uninervis",13,1.26,0.62
014AD2,"Halophila stipulacea, Halodule uninervis",16,1.3,0.72
014AD2,"Halophila stipulacea, Halodule uninervis",19,1.1,0.62
014AD2,"Halophila stipulacea, Halodule uninervis",22,1.27,0.58
014AD2,"Halophila stipulacea, Halodule uninervis",25,1.25,0.78
014AD2,"Halophila stipulacea, Halodule uninervis",28,1.34,0.71
014AD2,"Halophila stipulacea, Halodule uninervis",31,1.31,0.79
014AD2,"Halophila stipulacea, Halodule uninervis",37,1.41,0.6
014AD2,"Halophila stipulacea, Halodule uninervis",43,1.32,0.8
014AD2,"Halophila stipulacea, Halodule uninervis",49,1.36,0.62
014AD2,"Halophila stipulacea, Halodule uninervis",,,
HoThCr1,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",1,1.66,0.19
HoThCr1,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",3,1.6,0.33
HoThCr1,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",5,1.53,0.22
HoThCr1,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",7,1.64,0.22
HoThCr1,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",9,1.67,0.19
HoThCr1,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",11,1.62,0.17
HoThCr1,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",13,1.6,0.34
HoThCr1,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",15,1.65,0.34
HoThCr1,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",17,1.65,0.34
HoThCr1,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",19,1.63,0.43
HoThCr2,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",1,1.56,0.34
HoThCr2,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",3,1.55,0.46
HoThCr2,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",5,1.58,0.51
HoThCr2,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",7,1.57,0.26
HoThCr2,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",9,1.62,0.24
HoThCr2,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",11,1.55,0.57
HoThCr2,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",13,1.63,0.35
HoThCr2,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",15,1.58,0.45
HoThCr2,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",17,1.65,0.21
HoThCr2,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",19,1.6,0.28
HoThCr3,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",1,1.62,0.25
HoThCr3,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",3,1.55,0.32
HoThCr3,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",5,1.56,0.34
HoThCr3,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",7,1.63,0.35
HoThCr3,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",9,1.59,0.33
HoThCr3,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",11,1.49,0.48
HoThCr3,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",13,1.53,0.56
HoThCr3,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",15,1.58,0.39
HoThCr3,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",17,1.63,0.4
HoThCr3,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",19,1.75,0.37
HoThCr1M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",1,1.36,0.2
HoThCr1M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",3,1.34,0.24
HoThCr1M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",5,1.39,0.25
HoThCr1M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",7,1.37,0.21
HoThCr1M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",9,1.36,0.33
HoThCr1M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",11,1.3,0.16
HoThCr1M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",13,1.39,0.19
HoThCr1M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",15,1.47,0.38
HoThCr1M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",17,1.37,0.24
HoThCr1M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",19,1.32,0.06
HoThCr2M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",1,1.4,0.59
HoThCr2M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",3,1.33,0.59
HoThCr2M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",5,1.38,0.59
HoThCr2M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",7,1.29,0.61
HoThCr2M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",9,1.37,0.6
HoThCr2M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",11,1.32,0.61
HoThCr2M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",13,1.41,0.59
HoThCr2M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",15,1.37,0.61
HoThCr2M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",17,1.37,0.59
HoThCr2M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",19,1.32,0.62
HoThCr3M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",1,1.31,0.34
HoThCr3M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",3,1.32,0.29
HoThCr3M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",5,1.4,0.18
HoThCr3M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",7,1.32,0.16
HoThCr3M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",9,1.38,0.07
HoThCr3M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",11,1.37,0.12
HoThCr3M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",13,1.43,0.22
HoThCr3M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",15,1.35,0.39
HoThCr3M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",17,1.42,0.23
HoThCr3M,"Halophila ovalis, Thalassia hemprichii, Cymodocea rotundata",19,1.35,0.19
ThCr1,"Thalassia hemprichii, Cymodocea rotundata",1,1.75,0.18
ThCr1,"Thalassia hemprichii, Cymodocea rotundata",3,1.75,0.35
ThCr1,"Thalassia hemprichii, Cymodocea rotundata",5,1.7,0.16
ThCr1,"Thalassia hemprichii, Cymodocea rotundata",7,1.71,0.22
ThCr1,"Thalassia hemprichii, Cymodocea rotundata",9,1.68,0.17
ThCr1,"Thalassia hemprichii, Cymodocea rotundata",11,1.74,0.19
ThCr1,"Thalassia hemprichii, Cymodocea rotundata",13,1.71,0.29
ThCr1,"Thalassia hemprichii, Cymodocea rotundata",15,1.75,0.24
ThCr1,"Thalassia hemprichii, Cymodocea rotundata",17,1.73,0.25
