CoreID,Species,Depth_centre_slice,Dry_bulk_density,Organic_carbon
#BD,Posidonia australis,27,1.11,0.83
#BD,Posidonia australis,33,1.14,1.05
#BD,Posidonia australis,42,1.46,0.07
#BD,Posidonia australis,54,1.48,0.16
#BE,Posidonia australis,0.5875,0.98,0.09
#BE,Posidonia australis,3.525,1.35,0.11
#BE,Posidonia australis,8.8125,1.5,0.15
#BE,Posidonia australis,14.6875,1.17,0.19
#BE,Posidonia australis,20.5625,2.02,0.29
#BE,Posidonia australis,26.4375,1.81,0.23
#BE,Posidonia australis,32.3125,1.2,0.2
#BE,Posidonia australis,41.125,1.89,0.16
#BE,Posidonia australis,52.875,1.82,0.01
#BF,Posidonia australis,0.59,1.05,0.51
#BF,Posidonia australis,3.54,1.5,0.31
#BF,Posidonia australis,8.85,1.29,0.42
#BF,Posidonia australis,14.75,1.34,0.1
#BF,Posidonia australis,20.65,1.02,1.67
#BF,Posidonia australis,26.55,1.37,0.35
#BF,Posidonia australis,32.45,1.11,0.31
#BF,Posidonia australis,41.3,1.25,0.31
#BF,Posidonia australis,53.1,1.72,0.33
#BG,Posidonia australis,0.5135,0.57,1.27
#BG,Posidonia australis,3.081,1.27,0.14
#BG,Posidonia australis,7.7025,1.64,0.14
#BG,Posidonia australis,12.8375,1.63,0.2
#BG,Posidonia australis,17.9725,1.72,0.1
#BG,Posidonia australis,23.1075,1.38,0.18
#BG,Posidonia australis,28.2425,1.35,0.16
#BG,Posidonia australis,35.945,1.46,0.06
#BG,Posidonia australis,46.215,1.6,0.05
#BH,Posidonia australis,0.56875,1.81,0.16
#BH,Posidonia australis,3.4125,1.28,0.15
#BH,Posidonia australis,8.53125,1.21,0.35
#BH,Posidonia australis,14.21875,1.18,0.08
#BH,Posidonia australis,19.90625,1.14,0.26
#BH,Posidonia australis,25.59375,1.46,0.05
#BH,Posidonia australis,31.28125,1.12,0.53
#BH,Posidonia australis,39.8125,1.16,0.56
#BH,Posidonia australis,51.1875,1.39,0.08
#BI,Posidonia australis,0.515,1.25,0.08
#BI,Posidonia australis,3.09,1.09,0.1
#BI,Posidonia australis,7.725,1.13,0.06
#BI,Posidonia australis,12.875,1.32,0.21
#BI,Posidonia australis,18.025,1.23,0.06
#BI,Posidonia australis,23.175,1.21,1.02
#BI,Posidonia australis,28.325,1.22,0.07
#BI,Posidonia australis,36.05,1.34,0.23
#BI,Posidonia australis,46.35,1.53,0.08
#BJ,Posidonia australis,0.74,0.58,0.82
#BJ,Posidonia australis,4.44,1.14,0.96
#BJ,Posidonia australis,11.1,1.31,0.33
#BJ,Posidonia australis,18.5,1.25,0.65
#BJ,Posidonia australis,25.9,1.09,0.45
#BJ,Posidonia australis,33.3,1.68,0.56
#BJ,Posidonia australis,40.7,1.77,0.51
#BJ,Posidonia australis,51.8,1.75,0.58
#BK,Posidonia australis,0.7375,0.7,1.33
#BK,Posidonia australis,4.425,1.13,0.86
#BK,Posidonia australis,11.0625,1.35,0.51
#BK,Posidonia australis,18.4375,1.42,1.22
#BK,Posidonia australis,25.8125,1.29,0.87
#BK,Posidonia australis,33.1875,1.11,0.82
#BK,Posidonia australis,40.5625,1.15,1.29
#BK,Posidonia australis,51.625,1.58,0.48
#BL,Posidonia australis,0.725,0.49,4.37
#BL,Posidonia australis,4.35,0.92,1.55
#BL,Posidonia australis,10.875,0.96,1.05
#BL,Posidonia australis,18.125,1.26,0.81
#BL,Posidonia australis,25.375,1.18,0.53
#BL,Posidonia australis,32.625,1.46,0.48
#BL,Posidonia australis,39.875,1.49,0.34
#BL,Posidonia australis,50.75,1.41,0.36
BlueC1888,Posidonia australis,1,1.65,3.84
BlueC1889,Posidonia australis,15,1.6,3.42
BlueC1890,Posidonia australis,29,1.38,3.01
BlueC1891,Posidonia australis,1,1.09,4.81
BlueC1892,Posidonia australis,15,1.58,3.47
BlueC1893,Posidonia australis,29,1.61,4.96
BlueC1894,Posidonia australis,1,1.76,3.98
BlueC1895,Posidonia australis,15,1.6,4.19
BlueC1896,Posidonia australis,29,1.92,3.15
BlueC1897,Posidonia australis,1,1.56,3.24
BlueC1898,Posidonia australis,15,1.37,5.5
BlueC1899,Posidonia australis,29,1.44,2.96
BlueC1900,Posidonia australis,1,1.68,6.26
BlueC1901,Posidonia australis,15,1.64,3.62
BlueC1902,Posidonia australis,29,1.92,2.97
#T,Posidonia australis,0.7389,1.02,0.71
#T,Posidonia australis,2.2167,0.75,0.9
#T,Posidonia australis,5.1723,1.05,0.63
#T,Posidonia australis,11.0835,0.6,3.24
#T,Posidonia australis,17.7336,0.63,2.44
#T,Posidonia australis,21.4281,0.66,1.64
#T,Posidonia australis,25.8615,1.1,0.86
#T,Posidonia australis,33.2505,1.61,0.96
#T,Posidonia australis,40.6395,1.63,1.86
780,Posidonia oceanica,5,0.26,27.03
780,Posidonia oceanica,15,0.15,18.56
780,Posidonia oceanica,25,0.17,22
780,Posidonia oceanica,35,0.3,14.78
780,Posidonia oceanica,45,0.24,22.77
781,Posidonia oceanica,5,0.25,14.19
781,Posidonia oceanica,15,0.16,18.93
781,Posidonia oceanica,25,0.23,23.1
781,Posidonia oceanica,35,0.28,25.13
781,Posidonia oceanica,45,0.27,7.78
782,Posidonia oceanica,5,0.24,13.19
782,Posidonia oceanica,15,0.53,6.17
782,Posidonia oceanica,25,0.21,24.25
782,Posidonia oceanica,35,0.26,24.13
782,Posidonia oceanica,45,0.29,7.78
786,Posidonia oceanica,12.5,0.16,31.5
786,Posidonia oceanica,65.5,0.36,4.56
788,Posidonia oceanica,13,0.32,22.8
788,Posidonia oceanica,49.25,0.49,19.53
789,Posidonia oceanica,13,0.12,25.05
789,Posidonia oceanica,49.25,0.51,7.97
790,Posidonia oceanica,26.5,0.22,29.14
791,Posidonia oceanica,30.75,0.15,24.83
792,Posidonia oceanica,25.75,0.25,28.39
793,Posidonia oceanica,0.5,0.12,25.68
793,Posidonia oceanica,2,0.06,19.26
793,Posidonia oceanica,4.5,0.09,20.13
793,Posidonia oceanica,8,0.09,13.2
793,Posidonia oceanica,11,0.14,26.12
793,Posidonia oceanica,13,0.09,27.32
793,Posidonia oceanica,16.5,0.15,14.25
793,Posidonia oceanica,20.5,0.11,12.5
793,Posidonia oceanica,23,0.1,9.28
793,Posidonia oceanica,25.5,0.2,8.52
793,Posidonia oceanica,28,0.19,8.97
793,Posidonia oceanica,31.5,0.45,5.22
793,Posidonia oceanica,35,0.45,4.27
793,Posidonia oceanica,37.5,0.48,2.97
793,Posidonia oceanica,42.5,0.32,5.87
793,Posidonia oceanica,47.5,0.38,5.67
793,Posidonia oceanica,50.5,0.34,4
794,Posidonia oceanica,5.75,0.1,6.47
794,Posidonia oceanica,14.5,0.1,6.52
794,Posidonia oceanica,23.25,0.13,5.06
794,Posidonia oceanica,39,0.38,4.36
795,Posidonia oceanica,15,0.28,26.04
795,Posidonia oceanica,18,0.34,20.22
796,Posidonia oceanica,10,0.39,22.61
796,Posidonia oceanica,30,0.14,26.02
796,Posidonia oceanica,50,0.27,16.41
797,Posidonia oceanica,25,0.55,17.19
798,Posidonia oceanica,36,0.31,13.78
799,Posidonia oceanica,40.5,0.79,9.13
800,Posidonia oceanica,40.5,0.81,7.92
801,Posidonia oceanica,40.5,0.94,3.9
802,Posidonia oceanica,3.5,0.11,25.53
802,Posidonia oceanica,71,0.35,7.54
804,Posidonia oceanica,3.5,0.07,48.24
804,Posidonia oceanica,71,0.3,9.01
807,Posidonia oceanica,16,0.13,7.94
807,Posidonia oceanica,73,0.17,9.06
808,Posidonia oceanica,16,0.27,8.17
808,Posidonia oceanica,73,0.16,8.7
809,Posidonia oceanica,16,0.12,25.65
809,Posidonia oceanica,73,0.27,7.35
810,Posidonia oceanica,10,0.12,37.42
810,Posidonia oceanica,40,0.33,18.69
D210,Posidonia oceanica,0.9992,0.29,4.21
D210,Posidonia oceanica,2.5944,0.47,4.38
D210,Posidonia oceanica,4.1896,0.44,5.53
D210,Posidonia oceanica,5.7848,0.36,5.61
D210,Posidonia oceanica,7.38,0.49,4.78
D210,Posidonia oceanica,8.9752,0.44,5.39
D210,Posidonia oceanica,10.5704,0.57,4.11
D210,Posidonia oceanica,12.1656,0.53,4.86
D210,Posidonia oceanica,13.7608,0.56,6.1
D210,Posidonia oceanica,15.356,0.56,5.09
D210,Posidonia oceanica,16.9512,0.43,6.13
D210,Posidonia oceanica,18.5464,0.45,6.87
D210,Posidonia oceanica,20.1416,0.49,7.47
D210,Posidonia oceanica,21.7368,0.52,7.16
D210,Posidonia oceanica,23.332,0.36,9.48
D210,Posidonia oceanica,24.9272,0.7,6.86
D210,Posidonia oceanica,26.5224,0.65,5.42
D210,Posidonia oceanica,28.1176,0.57,5.67
D210,Posidonia oceanica,29.7128,0.48,5.51
D210,Posidonia oceanica,31.308,0.65,5.18
D210,Posidonia oceanica,32.9032,0.58,5.83
D210,Posidonia oceanica,34.4984,0.49,6.49
D100,Posidonia oceanica,0.99984,0.57,3.02
D100,Posidonia oceanica,2.62204,0.43,4.16
D100,Posidonia oceanica,4.24424,0.54,3.26
D100,Posidonia oceanica,5.86644,0.59,3.54
D100,Posidonia oceanica,7.48864,0.49,3.51
D100,Posidonia oceanica,9.11084,0.53,4.22
D100,Posidonia oceanica,10.73304,0.56,4.26
D100,Posidonia oceanica,12.35524,0.49,5.38
D100,Posidonia oceanica,13.97744,0.61,6.8
D100,Posidonia oceanica,15.59964,0.47,6.62
D100,Posidonia oceanica,17.22184,0.53,5.98
D100,Posidonia oceanica,18.84404,0.43,7.19
D100,Posidonia oceanica,20.46624,0.42,8.39
D100,Posidonia oceanica,22.08844,0.38,8.17
D100,Posidonia oceanica,23.71064,0.42,7.95
D100,Posidonia oceanica,25.33284,0.46,7.72
D100,Posidonia oceanica,26.95504,0.31,7.97
D100,Posidonia oceanica,28.57724,0.35,8.22
D100,Posidonia oceanica,30.19944,0.39,8.46
D425,Posidonia oceanica,1.0005,0.21,3.73
D425,Posidonia oceanica,3.7148,0.31,3.88
D425,Posidonia oceanica,6.4291,0.47,4.69
D425,Posidonia oceanica,9.1434,0.51,5.13
D425,Posidonia oceanica,11.8577,0.54,5.33
D425,Posidonia oceanica,14.572,0.44,6.29
D425,Posidonia oceanica,17.2863,0.53,5.34
D425,Posidonia oceanica,20.0006,0.53,6.18
D425,Posidonia oceanica,22.7149,0.52,6.27
D425,Posidonia oceanica,25.4292,0.48,5.54
D425,Posidonia oceanica,28.1435,0.63,5.33
D425,Posidonia oceanica,30.8578,0.49,5.8
D425,Posidonia oceanica,33.5721,0.6,5.72
D425,Posidonia oceanica,36.2864,0.55,5.45
D425,Posidonia oceanica,39.0007,0.39,6.07
D50,Posidonia oceanica,1,0.38,4.67
D50,Posidonia oceanica,3.2,0.38,4.27
D50,Posidonia oceanica,5.4,0.52,4
D50,Posidonia oceanica,7.6,0.47,3.65
D50,Posidonia oceanica,9.8,0.41,8
D50,Posidonia oceanica,12,0.5,6.93
D50,Posidonia oceanica,14.2,0.53,5.74
D50,Posidonia oceanica,16.4,0.5,5.09
D50,Posidonia oceanica,18.6,0.44,7.15
D50,Posidonia oceanica,20.8,0.42,8.62
D50,Posidonia oceanica,23,0.4,6.76
D50,Posidonia oceanica,25.2,0.53,6.56
D50,Posidonia oceanica,27.4,0.51,6.89
D50,Posidonia oceanica,29.6,0.55,5.81
D50,Posidonia oceanica,31.8,0.24,10.17
D50,Posidonia oceanica,34,0.37,6.77
PO-05,Posidonia oceanica,1,0.32,5.98
PO-05,Posidonia oceanica,3,0.32,5.54
PO-05,Posidonia oceanica,5,0.43,5.54
PO-05,Posidonia oceanica,7,0.5,6.69
PO-05,Posidonia oceanica,9,0.39,6.31
PO-05,Posidonia oceanica,11,0.43,4.58
PO-05,Posidonia oceanica,13,0.47,5.96
PO-05,Posidonia oceanica,15,0.42,5.87
PO-05,Posidonia oceanica,17,0.51,4.99
PO-05,Posidonia oceanica,19,0.51,5.65
PO-05,Posidonia oceanica,21,0.5,5.3
PO-05,Posidonia oceanica,23,0.44,5.65
PO-05,Posidonia oceanica,25,0.4,5.93
PO-05,Posidonia oceanica,27,0.49,5.42
PO-05,Posidonia oceanica,29,0.41,5.53
PO-05,Posidonia oceanica,31,0.43,4.59
PO-05,Posidonia oceanica,33,0.37,5.72
PO-05,Posidonia oceanica,35,0.5,6.4
PO-05,Posidonia oceanica,37,0.45,5.46
PO-05,Posidonia oceanica,39,0.48,5.37
MC-04,Posidonia oceanica,1,0.56,3.69
MC-04,Posidonia oceanica,3,0.58,3.24
MC-04,Posidonia oceanica,5,0.68,3.36
MC-04,Posidonia oceanica,7,0.77,3.27
MC-04,Posidonia oceanica,9,0.62,2.99
MC-04,Posidonia oceanica,11,0.68,2.77
MC-04,Posidonia oceanica,13,0.68,2.26
MC-04,Posidonia oceanica,15,0.79,2.31
MC-04,Posidonia oceanica,17,0.7,2.41
MC-04,Posidonia oceanica,19,0.92,2.13
MC-04,Posidonia oceanica,21,0.73,2.16
MC-04,Posidonia oceanica,23,0.93,1.91
MC-04,Posidonia oceanica,25,0.87,2
MC-04,Posidonia oceanica,27,0.71,1.49
PC-04,Posidonia oceanica,1,0.45,2.46
PC-04,Posidonia oceanica,3,0.54,3.19
PC-04,Posidonia oceanica,5,0.55,3.76
PC-04,Posidonia oceanica,7,0.53,2.37
PC-04,Posidonia oceanica,9,0.8,3.23
PC-04,Posidonia oceanica,11,0.77,2.23
PC-04,Posidonia oceanica,13,0.72,2.29
PC-04,Posidonia oceanica,15,0.6,2.6
PC-04,Posidonia oceanica,17,0.71,1.63
PC-04,Posidonia oceanica,19,1.04,1.17
PC-04,Posidonia oceanica,21,1.08,1.36
PC-04,Posidonia oceanica,23,0.96,1.51
PC-04,Posidonia oceanica,25,0.98,1.44
PC-04,Posidonia oceanica,27,0.68,1.7
CLL-04,Posidonia oceanica,1,0.61,1.09
CLL-04,Posidonia oceanica,3,0.91,0.46
CLL-04,Posidonia oceanica,5,1.18,0.45
CLL-04,Posidonia oceanica,7,1,0.78
CLL-04,Posidonia oceanica,9,1.03,0.74
CLL-04,Posidonia oceanica,11,0.99,0.94
CLL-04,Posidonia oceanica,13,1.04,0.51
CLL-04,Posidonia oceanica,15,1.01,0.41
CLL-04,Posidonia oceanica,17,1.15,0.33
CLL-04,Posidonia oceanica,19,1.13,0.55
CLL-04,Posidonia oceanica,21,0.99,0.53
CLL-04,Posidonia oceanica,23,1.16,0.44
CLL-04,Posidonia oceanica,25,0.92,0.52
CLL-04,Posidonia oceanica,27,0.96,0.59
CLL-04,Posidonia oceanica,29,1.37,0.54
CLL-04,Posidonia oceanica,31,1.28,0.75
CLL-04,Posidonia oceanica,33,0.74,1.31
MA-01,Posidonia oceanica,1,1.03,0.01
MA-01,Posidonia oceanica,3,0.83,
MA-01,Posidonia oceanica,5,0.99,0.05
MA-01,Posidonia oceanica,7,1.15,0.05
MA-01,Posidonia oceanica,9,1.17,0.09
MA-01,Posidonia oceanica,11,1.16,0.13
MA-01,Posidonia oceanica,13,1.39,0.08
MA-01,Posidonia oceanica,15,1.27,0.06
MA-01,Posidonia oceanica,17,1.01,0.07
MA-01,Posidonia oceanica,19,1.1,0.24
MA-01,Posidonia oceanica,21,1.17,0.49
MA-01,Posidonia oceanica,23,0.9,0.81
MA-01,Posidonia oceanica,25,1.12,0.81
MA-01,Posidonia oceanica,27,1.07,1.38
MA-01,Posidonia oceanica,29,0.79,2.03
MA-01,Posidonia oceanica,31,0.74,1.03
MA-01,Posidonia oceanica,33,0.72,1.74
MA-01,Posidonia oceanica,35,0.88,0.85
MA-01,Posidonia oceanica,37,0.65,1.3
MA-01,Posidonia oceanica,39,0.81,1.09
MA-01,Posidonia oceanica,41,0.42,1.47
MA-01,Posidonia oceanica,43,0.48,1.36
CD-02,Posidonia oceanica,1,0.38,1.91
CD-02,Posidonia oceanica,3,0.62,1.4
CD-02,Posidonia oceanica,5,0.88,1.65
CD-02,Posidonia oceanica,7,0.68,1.61
CD-02,Posidonia oceanica,9,0.85,1.5
CD-02,Posidonia oceanica,11,0.95,1.21
CD-02,Posidonia oceanica,13,0.91,1.31
CD-02,Posidonia oceanica,15,0.9,1.18
CD-02,Posidonia oceanica,17,0.83,1.16
CD-02,Posidonia oceanica,19,0.9,1.22
CD-02,Posidonia oceanica,21,0.83,1.51
CD-02,Posidonia oceanica,23,0.77,1.48
CD-02,Posidonia oceanica,25,0.73,1.62
CD-02,Posidonia oceanica,27,1.09,2.1
CD-02,Posidonia oceanica,29,0.66,1.31
SO-03,Posidonia oceanica,1,1.25,0.76
SO-03,Posidonia oceanica,3,1.16,0.48
SO-03,Posidonia oceanica,5,1.33,0.34
SO-03,Posidonia oceanica,7,1.26,0.38
SO-03,Posidonia oceanica,9,1.27,0.7
SO-03,Posidonia oceanica,11,1.31,1.06
SO-03,Posidonia oceanica,13,1.32,0.62
SO-03,Posidonia oceanica,15,1.29,0.41
SO-03,Posidonia oceanica,17,1.33,0.48
SO-03,Posidonia oceanica,19,1.42,0.41
SO-03,Posidonia oceanica,21,1.41,0.82
SO-03,Posidonia oceanica,23,1.42,0.33
SO-03,Posidonia oceanica,25,1.26,0.74
SO-03,Posidonia oceanica,27,1.24,1.25
SO-03,Posidonia oceanica,29,1.14,1.45
SO-03,Posidonia oceanica,31,1.31,1.15
SO-03,Posidonia oceanica,33,1.31,0.61
SO-03,Posidonia oceanica,35,1.19,0.59
SP-04,Posidonia oceanica,1,0.47,3.88
SP-04,Posidonia oceanica,3,0.69,0.8
SP-04,Posidonia oceanica,5,0.9,1.22
SP-04,Posidonia oceanica,7,0.99,1.16
SP-04,Posidonia oceanica,9,1.11,0.73
SP-04,Posidonia oceanica,11,1.15,0.5
SP-04,Posidonia oceanica,13,0.91,0.76
SP-04,Posidonia oceanica,15,0.92,0.63
SP-04,Posidonia oceanica,17,1,1.14
SP-04,Posidonia oceanica,19,0.89,0.91
SP-04,Posidonia oceanica,21,1.07,1.08
SP-04,Posidonia oceanica,23,0.94,1.09
SP-04,Posidonia oceanica,25,1.02,1.26
SP-04,Posidonia oceanica,27,1.12,1.28
SP-04,Posidonia oceanica,29,0.91,1.65
SP-04,Posidonia oceanica,31,0.87,1.61
SI-01,Posidonia oceanica,1,0.62,1.22
SI-01,Posidonia oceanica,3,0.81,1.18
SI-01,Posidonia oceanica,5,0.96,2.78
SI-01,Posidonia oceanica,7,1.08,0.92
SI-01,Posidonia oceanica,9,1.1,0.85
SI-01,Posidonia oceanica,11,1.07,0.76
SI-01,Posidonia oceanica,13,0.96,1.12
SI-01,Posidonia oceanica,15,0.84,1.11
SI-01,Posidonia oceanica,17,1.06,1.17
SI-01,Posidonia oceanica,19,0.83,1.57
SI-01,Posidonia oceanica,21,0.7,2.45
EP-O2,Posidonia oceanica,1,0.91,1.45
EP-O2,Posidonia oceanica,3,0.93,2.39
EP-O2,Posidonia oceanica,5,0.59,5.66
EP-O2,Posidonia oceanica,7,0.97,0.75
EP-O2,Posidonia oceanica,9,1.52,1.25
EP-O2,Posidonia oceanica,11,1.33,0.52
EP-O2,Posidonia oceanica,13,1.01,0.52
EP-O2,Posidonia oceanica,15,0.96,0.79
EP-O2,Posidonia oceanica,17,0.77,1.59
EP-O2,Posidonia oceanica,19,0.61,1.29
EP-O2,Posidonia oceanica,21,0.72,1.31
EP-O2,Posidonia oceanica,23,1.47,0.8
EP-O2,Posidonia oceanica,25,0.85,0.9
EP-O2,Posidonia oceanica,27,1.03,0.88
Sm01_13m,Posidonia oceanica,1,0.77,0.23
Sm01_13m,Posidonia oceanica,3,0.9,0.48
Sm01_13m,Posidonia oceanica,5,0.85,0.72
Sm01_13m,Posidonia oceanica,7,1.25,0.54
Sm01_13m,Posidonia oceanica,9,0.98,0.76
Sm01_13m,Posidonia oceanica,11,1.1,0.62
Sm01_13m,Posidonia oceanica,13,0.82,0.8
Sm01_13m,Posidonia oceanica,15,0.9,0.74
Sm01_13m,Posidonia oceanica,17,0.86,0.8
Sm01_13m,Posidonia oceanica,19,1.16,0.72
Sm01_13m,Posidonia oceanica,21,0.87,0.74
Sm01_13m,Posidonia oceanica,23,0.89,0.63
Sm01_13m,Posidonia oceanica,25,0.76,0.83
Sm01_13m,Posidonia oceanica,27,0.95,0.81
Sm01_13m,Posidonia oceanica,29,0.94,0.61
Sm01_13m,Posidonia oceanica,31,1.02,0.29
Sm01_13m,Posidonia oceanica,33,1.14,0.54
Sm01_13m,Posidonia oceanica,35,0.97,0.84
SP-05,Posidonia oceanica,0.5,0.29,6.42
SP-05,Posidonia oceanica,1.5,0.3,2.27
SP-05,Posidonia oceanica,2.5,0.38,1.72
SP-05,Posidonia oceanica,3.5,0.62,1.38
SP-05,Posidonia oceanica,4.5,0.83,1.25
SP-05,Posidonia oceanica,5.5,0.89,1.38
SP-05,Posidonia oceanica,6.5,1,1.29
SP-05,Posidonia oceanica,7.5,0.85,1.92
SP-05,Posidonia oceanica,8.5,0.94,1.58
SP-05,Posidonia oceanica,9.5,0.99,1.75
SP-05,Posidonia oceanica,10.5,0.67,1.64
SP-05,Posidonia oceanica,11.5,0.89,1.71
SP-05,Posidonia oceanica,12.5,0.8,1.31
SP-05,Posidonia oceanica,13.5,0.87,1.45
SP-05,Posidonia oceanica,14.5,0.81,1.68
SP-05,Posidonia oceanica,15.5,0.88,2.07
SP-05,Posidonia oceanica,16.5,0.92,1.91
SP-05,Posidonia oceanica,17.5,1.03,1.62
SP-05,Posidonia oceanica,18.5,1.03,1.19
SP-05,Posidonia oceanica,19.5,1.24,0.92
SP-05,Posidonia oceanica,20.5,1.25,0.91
SP-05,Posidonia oceanica,21.5,1.15,0.99
SP-05,Posidonia oceanica,22.5,1.4,0.74
SP-05,Posidonia oceanica,23.5,1.35,0.64
SP-05,Posidonia oceanica,24.5,1.15,0.86
SP-05,Posidonia oceanica,25.5,1.1,0.93
SP-05,Posidonia oceanica,26.5,1.36,1
SP-05,Posidonia oceanica,27.5,0.75,0.97
SP-05,Posidonia oceanica,28.5,1.03,1
SP-05,Posidonia oceanica,29.5,1.01,1.05
SP-05,Posidonia oceanica,30.5,0.57,1.28
SP-05,Posidonia oceanica,31.5,0.76,1.07
SP-05,Posidonia oceanica,32.5,0.57,1.14
SP-05,Posidonia oceanica,33.5,0.89,0.83
SO-01,Posidonia oceanica,0.5,1.28,0.35
SO-01,Posidonia oceanica,1.5,1.23,0.13
SO-01,Posidonia oceanica,2.5,1.32,0.19
SO-01,Posidonia oceanica,3.5,1.42,0.33
SO-01,Posidonia oceanica,4.5,1.45,0.33
SO-01,Posidonia oceanica,5.5,1.18,0.33
SO-01,Posidonia oceanica,6.5,1.26,0.22
SO-01,Posidonia oceanica,7.5,1.06,0.32
SO-01,Posidonia oceanica,8.5,1.17,0.32
SO-01,Posidonia oceanica,9.5,1.1,0.66
SO-01,Posidonia oceanica,10.5,1.05,0.69
SO-01,Posidonia oceanica,11.5,1.04,0.81
SO-01,Posidonia oceanica,12.5,0.94,1.01
SO-01,Posidonia oceanica,13.5,0.9,1.48
SO-01,Posidonia oceanica,14.5,0.94,1.28
SO-01,Posidonia oceanica,15.5,0.96,0.99
SO-01,Posidonia oceanica,16.5,0.93,1.3
SO-01,Posidonia oceanica,17.5,1.06,1
SO-01,Posidonia oceanica,18.5,1.07,1.19
SO-01,Posidonia oceanica,19.5,1.15,1.06
SO-01,Posidonia oceanica,20.5,1.18,0.6
SO-01,Posidonia oceanica,21.5,1.25,1.07
SO-01,Posidonia oceanica,22.5,1.25,0.52
SO-01,Posidonia oceanica,23.5,1.35,0.61
SO-01,Posidonia oceanica,24.5,1.18,0.74
SO-01,Posidonia oceanica,25.5,1.28,0.66
SO-01,Posidonia oceanica,26.5,1.39,0.48
SO-01,Posidonia oceanica,27.5,1.28,0.8
SO-01,Posidonia oceanica,28.5,1.37,0.7
SO-01,Posidonia oceanica,29.5,1.24,0.75
SO-01,Posidonia oceanica,30.5,1.33,0.88
SO-01,Posidonia oceanica,31.5,1.43,0.83
SO-01,Posidonia oceanica,32.5,1.24,1.07
SO-01,Posidonia oceanica,33.5,1.3,0.87
SO-01,Posidonia oceanica,34.5,0.92,1.76
SO-01,Posidonia oceanica,35.5,1.31,0.84
SO-01,Posidonia oceanica,36.5,1.14,1.83
SO-01,Posidonia oceanica,37.5,1.02,1.8
SO-01,Posidonia oceanica,38.5,1.35,0.91
MC-05,Posidonia oceanica,0.5,0.14,2.95
MC-05,Posidonia oceanica,1.5,0.32,2.95
MC-05,Posidonia oceanica,2.5,0.38,2.81
MC-05,Posidonia oceanica,3.5,0.61,2.55
MC-05,Posidonia oceanica,4.5,0.41,2.65
MC-05,Posidonia oceanica,5.5,0.48,2.5
MC-05,Posidonia oceanica,6.5,0.58,2.39
MC-05,Posidonia oceanica,7.5,0.6,2.37
MC-05,Posidonia oceanica,8.5,0.76,2.03
MC-05,Posidonia oceanica,9.5,0.77,1.7
MC-05,Posidonia oceanica,10.5,0.83,1.72
MC-05,Posidonia oceanica,11.5,0.68,1.97
MC-05,Posidonia oceanica,12.5,0.79,1.84
MC-05,Posidonia oceanica,13.5,0.86,1.67
MC-05,Posidonia oceanica,14.5,0.83,1.31
MC-05,Posidonia oceanica,15.5,0.86,1.56
MC-05,Posidonia oceanica,16.5,0.96,1.94
MC-05,Posidonia oceanica,17.5,0.78,2.19
MC-05,Posidonia oceanica,18.5,0.76,2.3
MC-05,Posidonia oceanica,19.5,0.85,2.25
MC-05,Posidonia oceanica,20.5,0.81,2.46
MC-05,Posidonia oceanica,21.5,0.87,2.37
MC-05,Posidonia oceanica,22.5,0.84,2.54
MC-05,Posidonia oceanica,23.5,0.93,2.15
MC-05,Posidonia oceanica,24.5,0.86,2.13
MC-05,Posidonia oceanica,25.5,0.71,2.38
MC-05,Posidonia oceanica,26.5,0.77,2.03
MC-05,Posidonia oceanica,27.5,0.81,1.93
MC-05,Posidonia oceanica,28.5,0.84,2.05
MC-05,Posidonia oceanica,29.5,0.91,1.43
MC-05,Posidonia oceanica,30.5,0.88,1.48
MC-05,Posidonia oceanica,31.5,0.82,1.6
MC-05,Posidonia oceanica,32.5,0.8,1.83
MC-05,Posidonia oceanica,33.5,0.93,1.71
MC-05,Posidonia oceanica,34.5,0.86,1.63
MC-05,Posidonia oceanica,35.5,0.95,1.6
CD-01,Posidonia oceanica,0.5,0.92,0.58
CD-01,Posidonia oceanica,1.5,0.92,0.51
CD-01,Posidonia oceanica,2.5,0.88,0.56
CD-01,Posidonia oceanica,3.5,1.01,0.42
CD-01,Posidonia oceanica,4.5,1.1,0.64
CD-01,Posidonia oceanica,5.5,1.05,0.76
CD-01,Posidonia oceanica,6.5,0.89,0.73
CD-01,Posidonia oceanica,7.5,0.98,0.64
CD-01,Posidonia oceanica,8.5,0.8,0.92
CD-01,Posidonia oceanica,9.5,0.81,1.04
CD-01,Posidonia oceanica,10.5,0.93,0.83
CD-01,Posidonia oceanica,11.5,0.91,0.69
CD-01,Posidonia oceanica,12.5,0.83,0.61
CD-01,Posidonia oceanica,13.5,1,0.61
CD-01,Posidonia oceanica,14.5,1.12,0.78
CD-01,Posidonia oceanica,15.5,1.09,0.75
CD-01,Posidonia oceanica,16.5,1.08,0.66
CD-01,Posidonia oceanica,17.5,0.8,0.83
CD-01,Posidonia oceanica,18.5,0.84,1.11
CD-01,Posidonia oceanica,19.5,0.86,0.96
CD-01,Posidonia oceanica,20.5,0.92,0.83
CD-01,Posidonia oceanica,21.5,0.89,0.72
CD-01,Posidonia oceanica,22.5,0.95,0.63
CD-01,Posidonia oceanica,23.5,1,0.64
CD-01,Posidonia oceanica,24.5,1.03,0.84
CD-01,Posidonia oceanica,25.5,0.68,0.8
CD-01,Posidonia oceanica,26.5,0.9,0.59
